company_id,company_name,sector,revenue_usd_mn,carbon_emissions_tCO2,emission_intensity_tCO2_per_mn_usd,energy_mix_renewable_pct,fines_count,fines_amount_usd_k,public_sentiment_score,esg_score_reported,gri_compliance_pct,waste_generated_tons,waste_recycled_pct
CMP100212,Stewart Ltd,Manufacturing,2197.451,206233.573,93.8513,0,0,0,0.938,48.88,24.43,233102.2,23.65
CMP100213,"Tapia, Vaughn and Lee",Manufacturing,7.741,378.655,60.2141,18.77,1,2.85,0.95,68.99,51.4,688.72,30.62
CMP100214,"Washington, Hardy and Bray",Tech,3.254,11.136,9.8525,65.27,0,0,0.989,90.5,89.29,100,45.9
CMP100215,"Carlson, Hooper and Wall",Transport,28.416,1252.609,57.3485,23.13,1,7.3,0.747,69.09,72.56,2034.36,37.73
CMP100216,Perez-White,Tech,18.648,81.732,10.0741,56.49,1,15.5,0.977,90.72,74.24,346.91,55.13
CMP100217,Erickson and Sons,Finance,103.921,660.6814999999999,5.6196,8.51,0,0,0.949,65.68,73.91,1141.67,39.69
CMP100218,Williams-Brown,Finance,9.622,32.501,4.5652,26.01,2,33.57,0.947,70.07,58.78,101.98,34.1
CMP100219,Terry-Martinez,Transport,6.347,607.448,95.7119,0,1,35.48,0.807,59.7,58.78,578.69,34.62
CMP100220,Garcia-Smith,Manufacturing,2.251,130.858,62.1689,6.47,0,0,0.946,69.31,74.44,239.29,43.18
CMP100221,Harrison-Alexander,Energy,121.308,11051.283,144.4822,22.3,3,20.58,0.814,67.7,56.74,14954.71,40.43
CMP100222,Sheppard LLC,Retail,80.226,1123.904,21.128,33.69,1,1,0.869,67.7,26.95,3359.34,32.43
CMP100223,Wilson-Jones,Transport,5.358,585.318,110.0336,0.72,2,26.27,0.941,63.15,77.57,405.96,32.42
CMP100224,Jones-Soto,Transport,2.499,162.036,79.2262,18.17,2,6.24,0.968,66.8,47.53,181.14,36.63
CMP100225,Hernandez PLC,Tech,6.589,22.257,7.2154,53.18,0,0,0.981,76.2,52.87,118.29,43.18
CMP100226,Miller-Wright,Finance,15.563,21.981,3.0312,53.4,1,1.34,0.978,79.24,69.02,185.08,48.96
CMP100227,"Duran, Obrien and Gibbs",Transport,16.932,1618.087,105.1083,9.08,5,71.58,0.868,59.14,59.71,1296.64,36.93
CMP100228,Rowe Group,Retail,203.633,2239.627,12.5897,12.64,1,40.51,0.671,59.24,42.63,11778.32,36.3
CMP100229,Kerr-Evans,Retail,312.967,3728.534,16.0713,22.3,0,0,0.965,74.9,86.83,16469.19,39.15
CMP100230,"Branch, Torres and Oliver",Manufacturing,138.088,3909.702,36.3753,22.16,1,18.65,0.987,69.8,55.64,15437.2,42.15
CMP100231,"Choi, Garcia and Farmer",Energy,39.27,4410.451,138.6366,18.99,2,12.56,0.926,73.56,68.96,4717.37,38.58
CMP100232,"Clark, Guerrero and Moore",Transport,11.737,1102.187,97.1222,3.31,1,8.93,0.957,61.7,76.49,967.84,46.34
CMP100233,Arnold and Sons,Energy,350.167,21899.349,91.2688,31.48,2,28.31,0.914,54.41,47.99,41894.28,32.45
CMP100234,Ortiz Ltd,Manufacturing,5.619,314.353,55.9407,22.3,2,36.08,0.927,44.81,54.95,493.4,44.13
CMP100235,"Harrison, Johnson and Roberts",Energy,39.829,1794.397,68.4662,34.2,2,19.65,0.897,79.41,60.22,5204.76,39.87
CMP100236,Warner-Gibson,Retail,33.029,228.227,10.6739,22.3,2,16.56,0.982,84.68,71.09,1506.63,35.42
CMP100237,"Hall, Baker and Moody",Finance,18.769,35.63,2.9042,34.63,1,3,0.976,77.42,74.91,151.98,39.49
CMP100238,"Guerrero, Peck and Coleman",Energy,63.513,6892.488,124.0716,12.53,1,8.71,0.872,50.23,39.9,8065.05,28.88
CMP100239,"Walker, Hernandez and Baker",Energy,6.545,799.672,134.456,9.13,3,38.32,0.782,44.64,54.94,683.96,34.93
CMP100240,Jones and Sons,Tech,18.734,86.958,10.8952,57.4,1,8.22,0.622,69.12,37.5,440.69,41.59
CMP100241,Larson-Holloway,Transport,25.365,3193.003,125.8842,0,3,13.9,0.909,49.98,19.08,2397.64,20.95
CMP100242,Gonzales-Harrison,Tech,14.133,74.959,7.566,29.9,2,10.86,0.901,68.78,59.77,329.57,37.81
CMP100243,Lyons-Bender,Retail,45.161,740.621,20.6179,20.46,3,13.4,0.979,59.16,48.92,2140.77,44.59
CMP100244,"Fernandez, Kim and George",Finance,9.809,16.882,2.6903,22.3,1,9.54,0.979,76.35,49.47,100,42.99
CMP100245,Navarro-Munoz,Manufacturing,1.321,68.069,59.3145,13.11,3,10.32,0.961,68.44,73.91,154.73,39.59
CMP100246,Davis Ltd,Tech,20.797,660.6814999999999,10.0884,22.3,2,335.31,0.917,74.23,64.22,403.99,37.49
CMP100247,"Matthews, Smith and Hubbard",Transport,6.647,669.938,104.9323,3.95,3,35.24,0.897,53.66,40.32,631.02,29.45
CMP100248,Johnston-Hines,Transport,5.793,504.363,87.0647,0,4,19.91,0.388,54.38,38.55,549.38,30.78
CMP100249,Ruiz Ltd,Manufacturing,77.123,3804.609,61.2574,19.47,0,0,0.968,80.41,73.9,8801.31,33.56
CMP100250,Moon-White,Energy,8.34,660.6814999999999,105.3486,5.68,4,14.83,0.954,60.5,40.38,918.51,27.93
CMP100251,"Graham, Olsen and Costa",Tech,52.853,364.382,9.8851,30.26,2,34.94,0.83,53.65,58.78,1008.48,29.47
CMP100252,Bailey-Cook,Transport,8.932,706.954,93.8664,15.68,1,12.85,0.959,60.03,65.23,814.92,38.18
CMP100253,"Garcia, Martin and Jenkins",Transport,27.445,2320.802,106.6344,20.7,0,0,0.895,55.81,55.44,2034.81,38.46
CMP100254,Roberts-Landry,Tech,56.523,205.966,8.7457,58.33,0,0,0.971,77.06,74.35,981.01,44.12
CMP100255,"Johnson, Miller and King",Finance,49.505,118.491,3.9106,38.79,0,0,0.987,77.31,82.94,506.3,52.22
CMP100256,Cordova Group,Finance,626.001,1266.934,2.5581,20.88,4,9.27,0.91,64.27,54.81,7352.14,29.01
CMP100257,"Bryan, Smith and Booth",Retail,119.784,1244.007,18.6254,44.24,3,30.85,0.938,81.15,94.23,6458.82,40.37
CMP100258,Gutierrez-Lopez,Tech,22.708,106.485,10.7799,56.5,1,1.64,0.951,65.26,68.08,466.89,46.04
CMP100259,Dean-Jimenez,Transport,16.268,2038.064,133.9685,22.3,3,13.37,0.976,63.98,82.03,1091.74,46.1
CMP100260,Wolf-Harris,Manufacturing,228.165,10695.882,54.6743,14.26,1,26.53,0.929,73.33,35.89,23866.12,38.45
CMP100261,"Anderson, Roberts and Gilmore",Transport,67.19,6159.863,99.8699,8.2,4,33.81,0.955,58.31,46.99,6428.85,28.74
CMP100262,Martinez-Dudley,Finance,12.567,36.218,4.3151,33.21,2,19.19,0.981,71.9,72.73,107.58,46.58
CMP100263,"Lloyd, Mckinney and Collins",Tech,16.057,97.89,9.7326,37.36,3,110.64,0.97,60.47,52.64,323.49,37.81
CMP100264,Tran Inc,Manufacturing,14.887,687.22,50.106,7.87,1,3.65,0.761,53.38,27.61,1713.42,26.23
CMP100265,Gay Inc,Finance,18.455,36.106,2.8263,30.78,1,2.02,0.957,72.96,71.24,202.32,44.82
CMP100266,Valentine-Holland,Transport,3.314,386.357,120.4206,3.2,0,0,0.974,74.61,54.04,286.01,34.71
CMP100267,Jimenez Ltd,Retail,11.989,76.327,7.9284,19.7,1,4.98,0.912,51.01,40.09,648,24.08
CMP100268,Hicks-Hill,Tech,40.803,221.145,8.0331,32.53,2,10.39,0.983,85.74,79.37,770.19,49.76
CMP100269,Baird-Sanchez,Retail,55.738,845.039,15.161,0,3,85.05,0.887,67.7,36.83,2556.8,34.27
CMP100270,"Thomas, Lee and Greene",Tech,56.282,296.658,8.7608,39.84,2,12.21,0.958,78.28,84.2,1264.93,41.68
CMP100271,"Suarez, Shields and Hill",Energy,61.777,6659.836,194.3817,44.54,2,142.64,0.841,68,59.1,8332.82,42.71
CMP100272,Morgan-French,Retail,2.706,35.049,14.8835,12.98,1,2.98,0.922,58.83,41.15,155.17,33.3
CMP100273,Hoover-Campbell,Finance,223.458,521.776,3.4608,32.53,1,2.19,0.964,76.94,80.59,2603.95,43.93
CMP100274,Monroe-Carpenter,Tech,83.25,393.443,9.0165,22.3,0,0,0.992,67.7,69.88,1672.55,35.68
CMP100275,"Burns, Hernandez and Ryan",Energy,72.174,4784.22,100.571,22.3,3,7.21,0.869,73.06,67.01,8666.13,34.5
CMP100276,Cook-Hines,Tech,17.42,57.741,6.5381,49.3,2,31.53,0.988,77.3,60.12,389.97,41.76
CMP100277,Gibson-Morris,Tech,4.445,15.469,5.5341,37.12,0,0,0.977,91.82,82.97,100,49.88
CMP100278,Pollard and Sons,Retail,49.285,413.147,11.3899,26.4,1,2.77,0.952,81.84,58.78,2663.33,39.75
CMP100279,"Reyes, Chase and Jenkins",Tech,33.885,92.467,5.2232,47.76,0,0,0.966,78.41,81.07,757.88,43.91
CMP100280,Garner-Thornton,Finance,36.681,122.384,3.3365,0,6,8.68,0.38,54.41,59.53,424.03,35.76
CMP100281,Hughes-Alvarado,Manufacturing,129.379,660.6814999999999,47.6323,0,1,4.02,0.962,62.55,68.35,12099.5,19.43
CMP100282,"Pollard, Simpson and Johnson",Energy,50.297,6038.061,143.273,16.21,2,58.28,0.981,59.24,57.13,5735.27,40.41
CMP100283,"Sanford, Rivera and Garcia",Manufacturing,73.527,3745.043,57.2882,11.09,1,5.44,0.93,58.85,51.3,6158.57,23.78
CMP100284,Garcia-Lozano,Finance,39.595,112.106,3.8704,26.85,0,0,0.971,66.56,64.6,408.35,36.48
CMP100285,Bowen Group,Transport,171.016,13085.15,77.0727,0.72,0,0,0.834,56.22,50.64,11141.72,24.67
CMP100286,"Booker, Jones and Harrington",Manufacturing,121.417,660.6814999999999,58.5955,4.35,1,27.82,0.769,64.75,42.98,11974.62,22.99
CMP100287,Morgan-Schwartz,Transport,7.045,615.391,95.1616,8.2,3,7.52,0.914,54.14,51.15,573.21,37.67
CMP100288,"Miller, Murphy and Craig",Manufacturing,8.358,489.003,62.4087,6.25,2,15.59,0.912,55.83,38.06,764.44,26.52
CMP100289,"James, Stewart and Higgins",Retail,114.233,1295.726,17.7647,36.15,1,2.48,0.981,61.94,54.91,5919.17,39.94
CMP100290,Brennan-Johnson,Transport,132.796,9115.343,86.2756,20.44,0,0,0.957,65.56,62.94,8628.55,36.44
CMP100291,Young Ltd,Retail,305.332,3320.942,13.9321,21.93,2,7.86,0.622,56.94,24.93,12441.35,31.76
CMP100292,Bright-Francis,Transport,42.216,2340.322,73.5068,22.3,2,91.03,0.951,75.56,62.11,3813.08,37.27
CMP100293,Good-Hodges,Retail,33.227,185.038,9.1211,38.95,1,4.88,0.973,77.7,63.42,1568.44,34.06
CMP100294,"Brennan, Wallace and Benson",Manufacturing,29.567,1181.749,47.0418,22.3,4,106.25,0.958,62.02,57.12,2515.63,40.87
CMP100295,Williams Inc,Energy,10.421,1004.519,116.8586,17.51,2,2,0.938,67.79,30.77,1261.65,27.19
CMP100296,Howard-Jordan,Transport,12.079,660.6814999999999,64.5149,2.3,1,10.43,0.839,55.15,45.32,1070.68,21.74
CMP100297,Schmidt PLC,Tech,27.387,134.328,8.8678,44.69,2,28.93,0.987,75.52,80.23,485.48,42.84
CMP100298,"Sparks, Jackson and Miller",Transport,4.135,252.067,67.0611,9.09,3,56.43,0.898,67.7,71.79,347.06,43.68
CMP100299,Harvey-Allen,Retail,28.997,477.864,18.1574,22.3,0,0,0.956,63.18,63.86,1209.38,41.48
CMP100300,"Thomas, Murray and King",Finance,28.63,660.6814999999999,3.939,56.21,0,0,0.976,76.53,62.45,234.96,41.99
CMP100301,Estrada-Nolan,Energy,12.583,1960.583,170.9428,8.85,0,0,0.844,54.64,52.09,1528.9,30.44
CMP100302,Santana-Byrd,Transport,7.265,794.793,109.4048,0,1,10.39,0.881,53.51,58.78,590.65,30.15
CMP100303,Jones LLC,Tech,177.988,886.098,7.2466,31.3,1,6.01,0.991,83.02,71.6,3755.45,50.96
CMP100304,"Evans, Hayden and Vaughn",Tech,4.386,38.765,11.0795,20.22,2,44.66,0.912,59.38,33.04,100,32.56
CMP100305,Bruce-Gonzalez,Retail,73.416,660.6814999999999,17.1987,22.3,0,0,0.989,72.25,68.03,4369.5,40.22
CMP100306,Castaneda-Rodriguez,Energy,9.899,933.47,119.1685,20.87,2,10.19,0.762,63.59,39.57,1195.63,37.24
CMP100307,Armstrong-Andrews,Energy,11.986,1031.254,143.3805,40,1,7.11,0.896,78.18,49.94,1336.46,39.18
CMP100308,"Phillips, Spence and Barrett",Tech,134.325,690.275,10.5119,51.11,1,4.86,0.991,80.42,69.59,3003.71,42.84
CMP100309,Smith-Grimes,Transport,52.018,4414.865,92.9949,8.73,5,32.37,0.666,66.36,59.1,3779.97,32.58
CMP100310,"Beltran, Lozano and Mcgee",Finance,11.504,38.399,4.5384,26.45,1,31.07,0.973,75.9,47.01,112.23,34.33
CMP100311,Parsons-Hall,Transport,13.3,1516.514,124.5408,8.45,1,3.83,0.846,49.64,33.92,884.59,28.29
CMP100312,Robinson-Lee,Finance,36.435,58.38,2.746,41.65,1,7.61,0.95,81.59,43.24,295.17,40.62
CMP100313,Byrd-Le,Retail,12.745,80.047,7.6398,17.79,1,4.98,0.992,72.73,74.32,755.18,38.68
CMP100314,"Becker, Taylor and Davis",Energy,11.02,1346.953,171.9615,28.92,3,44.77,0.941,75.1,72.74,1500.12,44
CMP100315,"Lucas, Parker and Alexander",Finance,15.452,32.724,3.7451,43.45,1,1.64,0.969,69.36,58.78,166.63,40.04
CMP100316,"Diaz, Anderson and Browning",Tech,136.536,351.769,9.3147,72.34,1,2.07,0.986,95.52,100,2631.27,54.86
CMP100317,Burgess-Thompson,Manufacturing,8.808,585.023,75.1605,11.63,2,31.26,0.959,67.7,59.46,765.7,24.23
CMP100318,Buchanan LLC,Transport,10.235,1251.462,122.268,0,2,18.97,0.911,62.7,47.88,706.28,34.16
CMP100319,"Shaw, Nelson and Martin",Tech,2.779,660.6814999999999,6.1444,36.77,2,11.63,0.949,84.76,54.07,100,39.9
CMP100320,Coffey-Phillips,Energy,40.733,5423.598,193.3375,31.13,1,4.3,0.814,67.7,49.95,4984.21,41.21
CMP100321,Brock-Mcdonald,Energy,200.493,12455.86,96.9207,35.9,0,0,0.988,62.64,51.53,26124.36,23
CMP100322,Taylor and Sons,Transport,23.955,2206.398,93.5335,1.53,3,61.44,0.426,43.55,45.68,2039.2,39.88
CMP100323,"Ramsey, Whitney and Coffey",Transport,505.597,51018.961,101.0572,0.15,2,26.13,0.888,53.52,58.45,36887.29,31.02
CMP100324,"Diaz, Gibbs and Smith",Finance,53.433,81.308,2.1471,29.13,1,23.4,0.983,65.96,67.06,631.55,44.78
CMP100325,"Martinez, Richardson and Curry",Finance,26.765,83.061,3.8187,18.73,1,9.27,0.91,62.44,36.88,293.12,25.92
CMP100326,Richards-Carson,Transport,1.784,156.124,87.5021,0,1,8.34,0.926,55.88,43.86,145.82,31.84
CMP100327,Rodriguez-Hall,Finance,39.22,74.019,4.1085,54.06,0,0,0.955,78.1,53.38,409.73,36.22
CMP100328,Harvey PLC,Tech,28.412,37.551,2.1411,38.27,2,115.14,0.954,73.83,54.39,549.97,35.41
CMP100329,Herman-Walker,Finance,17.85,660.6814999999999,1.182,31.13,1,28.55,0.917,54.85,31.48,160.49,42.09
CMP100330,Reid Group,Transport,14.007,1568.833,112.0008,0,0,0,0.496,67.7,33.3,1056,25.71
CMP100331,"Turner, Ortiz and Taylor",Retail,21.717,261.697,15.1962,20.7,1,12.07,0.926,64.38,39,1197.84,33.03
CMP100332,Torres Group,Manufacturing,61.179,2950.989,72.2325,33.22,0,0,0.958,60.94,49.83,4929.54,40.96
CMP100333,Davis PLC,Transport,30.18,2692.602,120.7314,26.1,1,15.56,0.979,65.16,68.4,2043.62,41.38
CMP100334,Price LLC,Energy,55.797,3716.954,96.1333,30.71,1,11.3,0.871,67.7,69.82,5479.72,40.86
CMP100335,"Avery, Horton and Fernandez",Transport,4.154,254.107,84.5,22.3,1,2.71,0.986,78.51,74.84,271.27,41.25
CMP100336,"Newton, Moore and Perry",Manufacturing,8.034,687.511,98.5486,13.16,1,1.9,0.847,63.01,73.34,917.63,49.32
CMP100337,Bass PLC,Energy,17.216,1189.762,121.8279,43.28,0,0,0.858,63.11,39.41,2234.22,36.25
CMP100338,Crosby-Ramirez,Manufacturing,33.047,2295.628,74.9089,7.27,0,0,0.954,64.8,62.51,3270.56,34.96
CMP100339,"Wood, Ramos and Sampson",Tech,92.122,249.35,9.1588,70.45,1,1,0.997,94.24,92.22,1546.05,57.79
CMP100340,Garcia-Jennings,Tech,5.252,14.975,6.3453,55.07,0,0,0.964,82.74,79.79,104.69,52.5
CMP100341,"Winters, Newman and Brown",Finance,5.118,6.255,2.8655,57.35,0,0,0.965,77.8,74.01,100,52.21
CMP100342,Lopez-Martinez,Retail,145.201,2713.109,18.7441,0.31,1,5.42,0.963,50.59,37.15,6311.02,30.69
CMP100343,Davis-Lewis,Finance,325.041,712.856,3.9197,44.05,2,18.03,0.944,78.62,72.66,3164.41,37.63
CMP100344,"Harper, Smith and Buchanan",Finance,3.759,15.365,5.2605,22.3,3,25.4,0.755,55.22,35.81,100,39.79
CMP100345,Zhang PLC,Energy,334.103,27961.024,95.5649,12.43,0,0,0.777,54.17,45.27,41950.24,25.81
CMP100346,Jones PLC,Retail,12.183,164.575,15.4103,12.34,4,31.88,0.852,66.55,53.08,642.07,34.6
CMP100347,Willis and Sons,Transport,23.326,2619.107,112.2804,0,5,20.54,0.614,67.7,54.97,1526.68,27.22
CMP100348,Schroeder-Kramer,Energy,8.435,660.6814999999999,95.9488,33.62,0,0,0.89,67.38,50.97,961.43,36.6
CMP100349,"Smith, Garrison and Thomas",Tech,88.256,467.09,8.8038,39.88,2,7.18,0.965,77.01,64.98,1853.98,42.62
CMP100350,Fernandez and Sons,Tech,30.758,153.812,9.0094,44.49,2,9.14,0.981,76.35,41.71,615.93,38.85
CMP100351,Guerrero Inc,Tech,16.254,372.41,8.9461,48.78,1,377.4,0.979,85.97,74.93,371.44,46.85
CMP100352,Smith and Sons,Transport,17.87,1924.642,110.4665,2.5,2,10.14,0.918,59.09,51.9,1520.35,38.95
CMP100353,"Morris, Thompson and Williams",Finance,1.263,2.382,3.5133,46.31,1,21.07,0.914,77.68,71.75,100,45.88
CMP100354,"Fisher, Wilson and Brown",Finance,146.888,280.781,2.7628,30.81,1,11.06,0.945,78.1,65.36,1216.57,38.01
CMP100355,Strickland-Palmer,Energy,85.782,6970.215,106.2645,23.54,0,0,0.942,67.7,38.28,10880.26,37.18
CMP100356,Hayes and Sons,Finance,48.716,80.674,2.6292,37.02,1,6.16,0.963,73.09,86.24,394.89,50.6
CMP100357,"Williams, Logan and Camacho",Retail,82.699,1333.037,17.9546,10.22,0,0,0.988,69.93,79.02,4276.82,31.71
CMP100358,"Turner, Schneider and Johnson",Energy,46.193,22540.725,129.6625,24.73,1,146.2,0.899,66.26,63.28,6519.27,40.59
CMP100359,Boone-Simmons,Tech,48.122,223.533,8.2312,43.57,0,0,0.952,76.31,57.26,991.5,43.67
CMP100360,Henry Group,Finance,2.744,6.103,3.3685,33.97,1,5.33,0.976,73.76,70.55,100,39.42
CMP100361,Lam LLC,Tech,29.642,140.542,6.7263,29.51,1,11.24,0.955,70.71,58.78,626.82,44.54
CMP100362,"Hernandez, Martinez and Weber",Energy,15.378,1244.386,94.434,14.31,2,3.42,0.901,62.04,58.78,1814.54,33.87
CMP100363,"Kelley, Nguyen and Vang",Transport,9.848,525.008,72.1717,26.13,2,20.74,0.95,60.65,50.26,802.22,35.91
CMP100364,"Phillips, Wagner and Jordan",Tech,20.494,83.922,7.9102,48.23,1,8.87,0.986,79.31,51.65,482.26,39.11
CMP100365,"Wilson, Pena and Rich",Energy,7.394,508.885,77.9428,11.7,0,0,0.941,70.2,58.78,846.86,34.17
CMP100366,"Le, Lewis and Hayes",Manufacturing,36.12,2236.429,70.8229,12.57,3,24.68,0.362,53.39,53.09,4278.33,27.65
CMP100367,Gutierrez Group,Manufacturing,22.342,778.583,43.3507,19.61,0,0,0.887,66.49,36.91,2596.45,24.1
CMP100368,Perry-Davis,Transport,17.402,1129.571,66.1209,1.83,2,14.12,0.948,67.7,55.53,1222.76,39.44
CMP100369,Edwards-Scott,Finance,51.565,125.161,4.2058,42.29,0,0,0.994,78.15,66.93,426.83,37.61
CMP100370,Mcdaniel Group,Retail,5.263,69.923,16.1314,17.64,1,8.81,0.764,71.13,56.1,221.13,29.79
CMP100371,Davis Inc,Manufacturing,3.77,104.947,33.061,15.8,6,22.89,0.749,61.77,47.82,304.35,21.96
CMP100372,Reynolds Ltd,Energy,245.399,35677.173,168.4434,13.69,2,10.71,0.909,69.19,59.93,24670.76,31.53
CMP100373,"Watson, Anderson and Brown",Manufacturing,30.216,1730.097,61.1552,6.37,3,8.43,0.971,63.65,53.18,3242.79,25.29
CMP100374,"Hoffman, Santiago and Jenkins",Retail,24.163,377.705,18.6011,15.96,1,11.73,0.987,79.04,66.46,1000.92,44.69
CMP100375,"Pugh, Henderson and Moon",Retail,4.181,660.6814999999999,15.0987,11.13,1,15.39,0.925,65.88,30.97,193.91,33.47
CMP100376,Schmitt PLC,Tech,92.213,660.6814999999999,8.1939,40.57,1,6.4,0.96,71.68,48.1,2098.68,34.29
CMP100377,Bell-Lane,Tech,16.498,80.361,7.8141,37.66,3,17.45,0.938,80.17,65.8,267.04,51.95
CMP100378,Moore Group,Transport,30.157,2682.513,113.2442,21.45,2,40.65,0.897,61.83,64.07,2716.03,42.01
CMP100379,Boone LLC,Tech,169.877,858.076,14.3041,64.69,0,0,0.964,82.9,54.69,3101.08,42.25
CMP100380,"Richardson, Farmer and Andrews",Finance,39.246,143.083,3.8753,22.3,1,13.61,0.918,53.59,29.65,332.52,17.89
CMP100381,Bruce-Villegas,Finance,2.736,9.302,4.938,31.16,1,10.6,0.909,77.02,62.73,100,50.23
CMP100382,"Austin, Day and Johnson",Energy,13.296,1002.684,98.5481,23.48,2,8.03,0.901,63.26,44.62,1677.81,26.67
CMP100383,"Gallegos, Adams and White",Finance,20.086,66.843,4.8855,31.88,2,3.47,0.954,69.06,80.93,231.19,34.34
CMP100384,"Farmer, Dorsey and Bell",Retail,77.359,565.467,15.5471,52.98,2,2.38,0.909,74.34,61.47,4231.65,48
CMP100385,Kane PLC,Manufacturing,42.339,1223.55,35.7617,19.19,2,19.94,0.968,63.87,43.57,4747.86,44.75
CMP100386,"Morales, Thomas and Schultz",Manufacturing,20.135,660.6814999999999,53.0647,21.33,1,11.15,0.97,69.74,43.9,1837.95,39.97
CMP100387,Davis PLC,Retail,7.948,91.78,17.145,32.65,1,3.65,0.945,73.11,56.37,346.13,40.62
CMP100388,Bennett Group,Finance,134.73,349.022,3.8486,32.69,1,11.44,0.919,67.7,40.39,1482.36,37.59
CMP100389,Moore-Collins,Finance,25.859,48.298,3.3427,44.12,4,34.75,0.981,78.49,65.95,290.33,46.28
CMP100390,Frank-Bradley,Finance,72.185,133.988,3.3586,44.73,0,0,0.99,67.7,88.16,863.48,50.37
CMP100391,Ware and Sons,Retail,187.995,2012.21,16.7088,35.94,2,28.68,0.966,89.15,58.78,9071.2,40.35
CMP100392,Webster Inc,Retail,24.748,329.018,13.2945,0,1,2.61,0.963,66.07,64.37,1174.05,33.4
CMP100393,"Miller, Ramos and Coleman",Transport,71.05,6585.229,92.6842,0,0,0,0.907,66.65,50.58,6312.45,29.8
CMP100394,"Ramos, Nelson and Fischer",Tech,96.502,489.853,9.2378,45.05,2,76.06,0.821,66.93,32.66,1807.14,31.77
CMP100395,Reed Inc,Finance,108.657,290.948,3.9607,32.39,1,4.58,0.962,77.59,63.15,1273.79,37.7
CMP100396,Gregory-Watkins,Finance,138.794,227.504,3.5467,53.78,2,3.97,0.982,84.26,88.64,1586.92,40.02
CMP100397,"Estrada, Williams and Foster",Energy,291.806,29631.116,128.3505,20.89,1,4.44,0.99,64.2,51.17,34022.16,33.92
CMP100398,"Brown, Harris and Dougherty",Transport,3.798,257.551,68.1913,0.57,4,34.5,0.889,60.41,63.67,334.33,27.91
CMP100399,Duran LLC,Retail,0.897,10.436,15.9137,26.85,1,2.48,0.97,68.5,62.4,100,32.33
CMP100400,Wilson-Jimenez,Retail,16.495,197.399,14.4012,16.9,2,22.72,0.987,70.86,57.44,693.82,35.77
CMP100401,Thompson-James,Energy,54.723,5083.823,117.7083,21.08,0,0,0.885,61.46,50.45,7624.15,41.27
CMP100402,"Hall, Hansen and Barnett",Transport,15.91,775.96,54.8317,11.05,2,4.54,0.979,72.51,59.75,1275.47,38.75
CMP100403,Jones-Hensley,Energy,67.156,5815.367,103.3154,16.18,0,0,0.969,55.95,57.29,9111.05,26.84
CMP100404,Graham Group,Energy,117.733,14443.496,168.9472,27.39,1,13.76,0.773,50.51,27.03,13111.03,25.94
CMP100405,Atkins PLC,Tech,82.386,379.808,7.8803,41.5,1,12.1,0.959,79.48,49.78,1908.4,42.96
CMP100406,Berry-Mckinney,Energy,36.399,4401.576,165.6689,27.01,3,23.94,0.853,48.56,59.61,4174.3,32.41
CMP100407,Roberts-Sullivan,Finance,12.316,23.633,3.3783,43.2,0,0,0.959,74.97,85.38,100,44.59
CMP100408,Jackson-Meza,Energy,98.596,660.6814999999999,85.7377,15.41,3,22.82,0.802,60.74,72.42,13750.03,40.32
CMP100409,Collier-Gillespie,Energy,59.958,4546.872,107.7207,29.6,1,20.2,0.954,66.91,64.16,6018.69,33.91
CMP100410,Kim Inc,Retail,43.317,388.284,10.8816,17.62,5,31.2,0.341,61.07,58.78,2009.31,35.81
CMP100411,Graham Group,Energy,54.956,3527.828,113.9858,43.68,1,1.26,0.981,80.04,70.03,7781.93,36.07
CMP100412,"Miller, Harrell and Reese",Tech,3.78,16.213,7.1004,39.59,1,8.61,0.921,64.85,58.78,100,36.67
CMP100413,Cook and Sons,Transport,72.191,5132.394,80.7722,11.98,4,39.28,0.754,59.08,46.91,5944.93,33.38
CMP100414,Dixon Inc,Transport,3.402,256.899,79.4182,4.91,2,2.91,0.988,73.75,46.65,286.51,22.35
CMP100415,"Hicks, Bullock and Bailey",Tech,28.23,110.82,8.7608,55.19,1,4.13,0.985,82.06,52.75,552.96,43.79
CMP100416,"Mullen, Brewer and Hernandez",Tech,66.094,384.546,10.2444,43.21,1,10.69,0.905,80.97,58.78,1212.54,40.3
CMP100417,Thomas and Sons,Retail,190.636,3323.519,21.2143,17.82,1,22.32,0.931,57.88,50.18,8878.55,36.36
CMP100418,Morrison Ltd,Tech,11.529,45.402,7.7497,49.18,0,0,0.983,83.1,85.9,246.49,48.14
CMP100419,Thompson Ltd,Finance,28.823,42.789,2.8925,48.68,1,1.6,0.993,88.3,85.05,317.33,53.57
CMP100420,Marshall-Elliott,Retail,27.119,660.6814999999999,12.3375,14.36,0,0,0.982,64.94,58.78,1514.1,35.25
CMP100421,"Cole, Glass and Cunningham",Tech,17.052,660.6814999999999,10.3469,53.35,1,5.63,0.976,78.97,50.99,380.55,38.72
CMP100422,"Downs, Morris and Maddox",Retail,637.182,8108.193,16.7262,23.92,3,209.11,0.956,70.25,55.95,26649.58,36.59
CMP100423,Hernandez-Jones,Energy,37.147,3167.835,103.8462,17.88,2,39.89,0.986,67.7,74.98,4447.69,41.29
CMP100424,Welch-Hogan,Manufacturing,11.669,722.02,65.7462,22.3,3,9.91,0.979,74.23,80.36,960.39,40.78
CMP100425,"Brown, Romero and Collins",Manufacturing,19.041,602.194,39.0826,19.08,1,21.2,0.85,64.81,39.71,1941.82,31.96
